Question,Category,SubCategory
flying flew singing sang,Syntactic,: gram7-past-tense
flying flew sitting sat,Syntactic,: gram7-past-tense
flying flew sleeping slept,Syntactic,: gram7-past-tense
flying flew slowing slowed,Syntactic,: gram7-past-tense
flying flew spending spent,Syntactic,: gram7-past-tense
flying flew striking struck,Syntactic,: gram7-past-tense
flying flew swimming swam,Syntactic,: gram7-past-tense
flying flew taking took,Syntactic,: gram7-past-tense
flying flew thinking thought,Syntactic,: gram7-past-tense
flying flew vanishing vanished,Syntactic,: gram7-past-tense
flying flew walking walked,Syntactic,: gram7-past-tense
flying flew writing wrote,Syntactic,: gram7-past-tense
flying flew dancing danced,Syntactic,: gram7-past-tense
flying flew decreasing decreased,Syntactic,: gram7-past-tense
flying flew describing described,Syntactic,: gram7-past-tense
flying flew enhancing enhanced,Syntactic,: gram7-past-tense
flying flew falling fell,Syntactic,: gram7-past-tense
flying flew feeding fed,Syntactic,: gram7-past-tense
generating generated going went,Syntactic,: gram7-past-tense
generating generated hiding hid,Syntactic,: gram7-past-tense
generating generated hitting hit,Syntactic,: gram7-past-tense
generating generated implementing implemented,Syntactic,: gram7-past-tense
generating generated increasing increased,Syntactic,: gram7-past-tense
generating generated jumping jumped,Syntactic,: gram7-past-tense
generating generated knowing knew,Syntactic,: gram7-past-tense
generating generated listening listened,Syntactic,: gram7-past-tense
generating generated looking looked,Syntactic,: gram7-past-tense
generating generated moving moved,Syntactic,: gram7-past-tense
generating generated paying paid,Syntactic,: gram7-past-tense
generating generated playing played,Syntactic,: gram7-past-tense
generating generated predicting predicted,Syntactic,: gram7-past-tense
generating generated reading read,Syntactic,: gram7-past-tense
generating generated running ran,Syntactic,: gram7-past-tense
generating generated saying said,Syntactic,: gram7-past-tense
generating generated screaming screamed,Syntactic,: gram7-past-tense
generating generated seeing saw,Syntactic,: gram7-past-tense
generating generated selling sold,Syntactic,: gram7-past-tense
generating generated shrinking shrank,Syntactic,: gram7-past-tense
generating generated singing sang,Syntactic,: gram7-past-tense
generating generated sitting sat,Syntactic,: gram7-past-tense
generating generated sleeping slept,Syntactic,: gram7-past-tense
generating generated slowing slowed,Syntactic,: gram7-past-tense
generating generated spending spent,Syntactic,: gram7-past-tense
generating generated striking struck,Syntactic,: gram7-past-tense
generating generated swimming swam,Syntactic,: gram7-past-tense
generating generated taking took,Syntactic,: gram7-past-tense
generating generated thinking thought,Syntactic,: gram7-past-tense
generating generated vanishing vanished,Syntactic,: gram7-past-tense
generating generated walking walked,Syntactic,: gram7-past-tense
generating generated writing wrote,Syntactic,: gram7-past-tense
generating generated dancing danced,Syntactic,: gram7-past-tense
generating generated decreasing decreased,Syntactic,: gram7-past-tense
generating generated describing described,Syntactic,: gram7-past-tense
generating generated enhancing enhanced,Syntactic,: gram7-past-tense
generating generated falling fell,Syntactic,: gram7-past-tense
generating generated feeding fed,Syntactic,: gram7-past-tense
generating generated flying flew,Syntactic,: gram7-past-tense
going went hiding hid,Syntactic,: gram7-past-tense
going went hitting hit,Syntactic,: gram7-past-tense
going went implementing implemented,Syntactic,: gram7-past-tense
going went increasing increased,Syntactic,: gram7-past-tense
going went jumping jumped,Syntactic,: gram7-past-tense
going went knowing knew,Syntactic,: gram7-past-tense
going went listening listened,Syntactic,: gram7-past-tense
going went looking looked,Syntactic,: gram7-past-tense
going went moving moved,Syntactic,: gram7-past-tense
going went paying paid,Syntactic,: gram7-past-tense
going went playing played,Syntactic,: gram7-past-tense
going went predicting predicted,Syntactic,: gram7-past-tense
going went reading read,Syntactic,: gram7-past-tense
going went running ran,Syntactic,: gram7-past-tense
going went saying said,Syntactic,: gram7-past-tense
going went screaming screamed,Syntactic,: gram7-past-tense
going went seeing saw,Syntactic,: gram7-past-tense
going went selling sold,Syntactic,: gram7-past-tense
going went shrinking shrank,Syntactic,: gram7-past-tense
going went singing sang,Syntactic,: gram7-past-tense
going went sitting sat,Syntactic,: gram7-past-tense
going went sleeping slept,Syntactic,: gram7-past-tense
going went slowing slowed,Syntactic,: gram7-past-tense
going went spending spent,Syntactic,: gram7-past-tense
going went striking struck,Syntactic,: gram7-past-tense
going went swimming swam,Syntactic,: gram7-past-tense
going went taking took,Syntactic,: gram7-past-tense
going went thinking thought,Syntactic,: gram7-past-tense
going went vanishing vanished,Syntactic,: gram7-past-tense
going went walking walked,Syntactic,: gram7-past-tense
going went writing wrote,Syntactic,: gram7-past-tense
going went dancing danced,Syntactic,: gram7-past-tense
going went decreasing decreased,Syntactic,: gram7-past-tense
going went describing described,Syntactic,: gram7-past-tense
going went enhancing enhanced,Syntactic,: gram7-past-tense
going went falling fell,Syntactic,: gram7-past-tense
going went feeding fed,Syntactic,: gram7-past-tense
going went flying flew,Syntactic,: gram7-past-tense
going went generating generated,Syntactic,: gram7-past-tense
hiding hid hitting hit,Syntactic,: gram7-past-tense
hiding hid implementing implemented,Syntactic,: gram7-past-tense
hiding hid increasing increased,Syntactic,: gram7-past-tense
hiding hid jumping jumped,Syntactic,: gram7-past-tense
hiding hid knowing knew,Syntactic,: gram7-past-tense
hiding hid listening listened,Syntactic,: gram7-past-tense
hiding hid looking looked,Syntactic,: gram7-past-tense
hiding hid moving moved,Syntactic,: gram7-past-tense
hiding hid paying paid,Syntactic,: gram7-past-tense
hiding hid playing played,Syntactic,: gram7-past-tense
hiding hid predicting predicted,Syntactic,: gram7-past-tense
hiding hid reading read,Syntactic,: gram7-past-tense
hiding hid running ran,Syntactic,: gram7-past-tense
hiding hid saying said,Syntactic,: gram7-past-tense
hiding hid screaming screamed,Syntactic,: gram7-past-tense
hiding hid seeing saw,Syntactic,: gram7-past-tense
hiding hid selling sold,Syntactic,: gram7-past-tense
hiding hid shrinking shrank,Syntactic,: gram7-past-tense
hiding hid singing sang,Syntactic,: gram7-past-tense
hiding hid sitting sat,Syntactic,: gram7-past-tense
hiding hid sleeping slept,Syntactic,: gram7-past-tense
hiding hid slowing slowed,Syntactic,: gram7-past-tense
hiding hid spending spent,Syntactic,: gram7-past-tense
hiding hid striking struck,Syntactic,: gram7-past-tense
hiding hid swimming swam,Syntactic,: gram7-past-tense
hiding hid taking took,Syntactic,: gram7-past-tense
hiding hid thinking thought,Syntactic,: gram7-past-tense
hiding hid vanishing vanished,Syntactic,: gram7-past-tense
hiding hid walking walked,Syntactic,: gram7-past-tense
hiding hid writing wrote,Syntactic,: gram7-past-tense
hiding hid dancing danced,Syntactic,: gram7-past-tense
hiding hid decreasing decreased,Syntactic,: gram7-past-tense
hiding hid describing described,Syntactic,: gram7-past-tense
hiding hid enhancing enhanced,Syntactic,: gram7-past-tense
hiding hid falling fell,Syntactic,: gram7-past-tense
hiding hid feeding fed,Syntactic,: gram7-past-tense
hiding hid flying flew,Syntactic,: gram7-past-tense
hiding hid generating generated,Syntactic,: gram7-past-tense
hiding hid going went,Syntactic,: gram7-past-tense
hitting hit implementing implemented,Syntactic,: gram7-past-tense
hitting hit increasing increased,Syntactic,: gram7-past-tense
hitting hit jumping jumped,Syntactic,: gram7-past-tense
hitting hit knowing knew,Syntactic,: gram7-past-tense
hitting hit listening listened,Syntactic,: gram7-past-tense
hitting hit looking looked,Syntactic,: gram7-past-tense
hitting hit moving moved,Syntactic,: gram7-past-tense
hitting hit paying paid,Syntactic,: gram7-past-tense
hitting hit playing played,Syntactic,: gram7-past-tense
hitting hit predicting predicted,Syntactic,: gram7-past-tense
hitting hit reading read,Syntactic,: gram7-past-tense
hitting hit running ran,Syntactic,: gram7-past-tense
hitting hit saying said,Syntactic,: gram7-past-tense
hitting hit screaming screamed,Syntactic,: gram7-past-tense
hitting hit seeing saw,Syntactic,: gram7-past-tense
hitting hit selling sold,Syntactic,: gram7-past-tense
hitting hit shrinking shrank,Syntactic,: gram7-past-tense
hitting hit singing sang,Syntactic,: gram7-past-tense
hitting hit sitting sat,Syntactic,: gram7-past-tense
hitting hit sleeping slept,Syntactic,: gram7-past-tense
hitting hit slowing slowed,Syntactic,: gram7-past-tense
hitting hit spending spent,Syntactic,: gram7-past-tense
hitting hit striking struck,Syntactic,: gram7-past-tense
hitting hit swimming swam,Syntactic,: gram7-past-tense
hitting hit taking took,Syntactic,: gram7-past-tense
hitting hit thinking thought,Syntactic,: gram7-past-tense
hitting hit vanishing vanished,Syntactic,: gram7-past-tense
hitting hit walking walked,Syntactic,: gram7-past-tense
hitting hit writing wrote,Syntactic,: gram7-past-tense
hitting hit dancing danced,Syntactic,: gram7-past-tense
hitting hit decreasing decreased,Syntactic,: gram7-past-tense
hitting hit describing described,Syntactic,: gram7-past-tense
hitting hit enhancing enhanced,Syntactic,: gram7-past-tense
hitting hit falling fell,Syntactic,: gram7-past-tense
hitting hit feeding fed,Syntactic,: gram7-past-tense
hitting hit flying flew,Syntactic,: gram7-past-tense
hitting hit generating generated,Syntactic,: gram7-past-tense
hitting hit going went,Syntactic,: gram7-past-tense
hitting hit hiding hid,Syntactic,: gram7-past-tense
implementing implemented increasing increased,Syntactic,: gram7-past-tense
implementing implemented jumping jumped,Syntactic,: gram7-past-tense
implementing implemented knowing knew,Syntactic,: gram7-past-tense
implementing implemented listening listened,Syntactic,: gram7-past-tense
implementing implemented looking looked,Syntactic,: gram7-past-tense
implementing implemented moving moved,Syntactic,: gram7-past-tense
implementing implemented paying paid,Syntactic,: gram7-past-tense
implementing implemented playing played,Syntactic,: gram7-past-tense
implementing implemented predicting predicted,Syntactic,: gram7-past-tense
implementing implemented reading read,Syntactic,: gram7-past-tense
implementing implemented running ran,Syntactic,: gram7-past-tense
implementing implemented saying said,Syntactic,: gram7-past-tense
implementing implemented screaming screamed,Syntactic,: gram7-past-tense
implementing implemented seeing saw,Syntactic,: gram7-past-tense
implementing implemented selling sold,Syntactic,: gram7-past-tense
implementing implemented shrinking shrank,Syntactic,: gram7-past-tense
implementing implemented singing sang,Syntactic,: gram7-past-tense
implementing implemented sitting sat,Syntactic,: gram7-past-tense
implementing implemented sleeping slept,Syntactic,: gram7-past-tense
implementing implemented slowing slowed,Syntactic,: gram7-past-tense
implementing implemented spending spent,Syntactic,: gram7-past-tense
implementing implemented striking struck,Syntactic,: gram7-past-tense
implementing implemented swimming swam,Syntactic,: gram7-past-tense
implementing implemented taking took,Syntactic,: gram7-past-tense
implementing implemented thinking thought,Syntactic,: gram7-past-tense
implementing implemented vanishing vanished,Syntactic,: gram7-past-tense
implementing implemented walking walked,Syntactic,: gram7-past-tense
implementing implemented writing wrote,Syntactic,: gram7-past-tense
implementing implemented dancing danced,Syntactic,: gram7-past-tense
implementing implemented decreasing decreased,Syntactic,: gram7-past-tense
implementing implemented describing described,Syntactic,: gram7-past-tense
implementing implemented enhancing enhanced,Syntactic,: gram7-past-tense
implementing implemented falling fell,Syntactic,: gram7-past-tense
implementing implemented feeding fed,Syntactic,: gram7-past-tense
implementing implemented flying flew,Syntactic,: gram7-past-tense
implementing implemented generating generated,Syntactic,: gram7-past-tense
implementing implemented going went,Syntactic,: gram7-past-tense
implementing implemented hiding hid,Syntactic,: gram7-past-tense
implementing implemented hitting hit,Syntactic,: gram7-past-tense
increasing increased jumping jumped,Syntactic,: gram7-past-tense
increasing increased knowing knew,Syntactic,: gram7-past-tense
increasing increased listening listened,Syntactic,: gram7-past-tense
increasing increased looking looked,Syntactic,: gram7-past-tense
increasing increased moving moved,Syntactic,: gram7-past-tense
increasing increased paying paid,Syntactic,: gram7-past-tense
increasing increased playing played,Syntactic,: gram7-past-tense
increasing increased predicting predicted,Syntactic,: gram7-past-tense
increasing increased reading read,Syntactic,: gram7-past-tense
increasing increased running ran,Syntactic,: gram7-past-tense
increasing increased saying said,Syntactic,: gram7-past-tense
increasing increased screaming screamed,Syntactic,: gram7-past-tense
increasing increased seeing saw,Syntactic,: gram7-past-tense
increasing increased selling sold,Syntactic,: gram7-past-tense
increasing increased shrinking shrank,Syntactic,: gram7-past-tense
increasing increased singing sang,Syntactic,: gram7-past-tense
increasing increased sitting sat,Syntactic,: gram7-past-tense
increasing increased sleeping slept,Syntactic,: gram7-past-tense
increasing increased slowing slowed,Syntactic,: gram7-past-tense
increasing increased spending spent,Syntactic,: gram7-past-tense
increasing increased striking struck,Syntactic,: gram7-past-tense
increasing increased swimming swam,Syntactic,: gram7-past-tense
increasing increased taking took,Syntactic,: gram7-past-tense
increasing increased thinking thought,Syntactic,: gram7-past-tense
increasing increased vanishing vanished,Syntactic,: gram7-past-tense
increasing increased walking walked,Syntactic,: gram7-past-tense
increasing increased writing wrote,Syntactic,: gram7-past-tense
increasing increased dancing danced,Syntactic,: gram7-past-tense
increasing increased decreasing decreased,Syntactic,: gram7-past-tense
increasing increased describing described,Syntactic,: gram7-past-tense
increasing increased enhancing enhanced,Syntactic,: gram7-past-tense
increasing increased falling fell,Syntactic,: gram7-past-tense
increasing increased feeding fed,Syntactic,: gram7-past-tense
increasing increased flying flew,Syntactic,: gram7-past-tense
increasing increased generating generated,Syntactic,: gram7-past-tense
increasing increased going went,Syntactic,: gram7-past-tense
increasing increased hiding hid,Syntactic,: gram7-past-tense
